Comments,Label
 she is look like shrusti tanke   ,7
 kidaiyave kidaiyadhu avangala padhukaaka dhan indha shield,7
 ennada panrenga illuminati nayengala unga nalada india ya pade  venageruche,7
 bro man made virus bro,7
 umadevi arumugam  loosu d new,7
 oru sila thirunangaikalal anaithu thirunangaikalukum  ketta paru   avanga vaiyuthu polappuku epdi pandranga pavam   ,0
 mehrun humsiya  adade  paiyanau vaaila viral vacha kooda kadika theriyadhunu solluvinga pola  school la college la and friends kitta lam enna kathukittanga  suya pudhi illaiya boys ku edhu nalladhu kettadhunu kooda analysis panna theiyadha  dowry vanguradhum kudukuradhum satta padi kutram nu padichitu dhane vandhu irupan  yen avanga amma ku solli thara koodadha ,2
 shanth sha  factu dhan  ennalayum internet illama vaazha mudiyum  but idhuvum iyarkai dhan brother ,2
 more to video good luck,7
 intha mariye padam yedunga daw nadu vellangirum,7
 ethanayo thirunangai nalla irukanga     sila perala ellarukum asingam     paavam ivanga pana thapala ellarumkum ketta per  ,2
 unga speech ketta po manasu rempa kashdama erukku,7
 athu ennada ne ye comedy pannitu ne ye sirichchikira,7
 sema  spr speech sir,7
 china udan aana dhodarbai thundikka vendum  ithai seithal than anaiththu makkalum vaalza mudium  illaiyel manitha kulam alziya neridum  ,1
 mani shankar iyer  naanum malayali aanu    natil evida,7
 ada  h  raja devadiya mahane ,6
 love u akkaa  ur great   ,7
 apdi kelunga thalaivaa   intha law va matum follow pana vitruvangla ena makkal,7
 vanakkam paari    delhi il   mathangalai kadanthum vivasayigal kadumaiyaga poradi kondu irukirargal   matra seithi udagangal than avargalai purakanikirathu   nengal suthanthiramana udagam thanay nengalum yen antha seithiyai purakanikirergal,7
 nama ivanga kitta varathschanai kekakudathu vaangakudathu   but ivanga namaku house iruka car irukka money irukka nu paapanga    vadagai vitla iruntha ponnu kudukka mattanga thevidiyalunga       na nalla ponnungala sollala ,5
 hiii bro    naanun gay tha,7
 ulaga naadukal onru enaiya ventum evanunkala alikanum,1
 ananda sir you are good,7
 harihara shankar  bro ennoda number send pannirukenu sonnen,7
 iruka kadupula elan country yun china mela attack pana nu fst india va irukanu  ,1
 oraitha ellarum sernthu bomb potu midichu vitrungada,1
 nama pakre view la tha irukku    ellame   pudichavanga pudichuvangaloda serumpothu vedika pakre namaken noganum  ,7
 raman laksh  u age machi,7
 yenaku hindikaran sunni umbi tamilana patha dhan kovam varudhu  yenda thani naadu kekama inum delhi gujarati marwadi sunniya umbitu irukanunga nu   ,1
 storm breaker  unna maathiri alu tn la iruka modhu naa irukarudhula thapu illa,7
 ameer dheen   over bro,7
 vera level act mass performance   ,7
 ivanga naducha lesbian movie name sollunga guys please,3
 i am venkatesh  gotha pundaila   vaigaai poolu pogumamaedaa apdiya,6
                             thappu ellam nam seivathu  piragu pengale paththi kurai solluvathu  enna ulagamuda sami  pengale mathippom  vallvil valam peruvom  ,2
 jathi pakuravanga  unmaiyana  kadhalar gala iruka  vaipu illla,7
 yavlo pirachana iruku intha mutta pundaiga thirpu sollirukanga paru sonnavana patha serupala adipan,6
 aandalai patri yaar pedinalum avam vesi magan thaan   nee ulpada  un paavadai simon echhhha soru ulpada,6
 kuttu ippo than velipattu irukku,7
 comment section la embutu peru solradha patha urukulla oru pakki pondati pecha kekadhu pola     na kuda eanaku mattumthan appudiyonu nenachan ,7
 pavam h raja tablet poadala athan  loosu pudichuruchu,7
 enoda pondati athum mela ayya avargaley,7
 penna ketta athu avanaga urimai,7
 ipa mattum enna gala gala gala gala gala gala galana iruku    ,7
 doctor  apdiya tenkasi yaarukku than pudikkathu sollunga  ,7
 wow     wow  nice you     ,7
 bro make video on tamil king ravanan ,7
 sinungiriye bro vera level neee     ,7
 ram iyer hi ram   idhula irunddhe theridhu illa apdi pesaravangaluku sex thavira edhum theriyadhu    avanga apo yara pathalum sex toy ah dhan papanga pola,7
 periyar groups iruka varaikum jathi ah azhika mudiyathu,7
 sreekanth  yara nee      avanada nee,3
 fast mistake your tamil nadu people enna tamil  fast vote your language tamil,7
 innocent raj  hii unga age,7
 that manasuu tha yaruko varathu,7
 neenga unmayana human being person sir,7
 i love you  sister  nalla manasuku ungaluku    ,7
 ennakum pesa theriyum  i love to,7
 bros please ithu pola prank avangala kasta paduthum,7
 part   veraya    ena nadandhurukum     ,7
 bro naa unga chennal ku suport panra yaa naa unga channel ku suport panrana thirunangaikal nammaloda god ha iruppanga adhu illama neenga oru time food ku padhupadra peoples ku food kuduttu irukkinga   your really great bro        ,4
 vera leval ala vachittinga super bro,7
 senthil sir nenga avar solrada mulunayaga kelunga   purinjukunga ore kelviya thirupi thirupi kekadinga,7
 itha video kaka ve unga channel subscribe paniruken atha akka ku unmaiyale nala manasu   ,7
 ivlo kavanikura husbands ku oru hatsoff  ,7
          belongs to tamil stock  brother apdi kudi pera pathomna   africa ku panjam polaika ponavanga elaru kudi pera podranga  aana avangaluku tamil teriyala    avanga tamilarunu ethuka mudiyuma,1
 evagalum oru naal antha ponugala thitunaga ipo evegalae support pandraga    double game ahdurag elaru     ,7
 dey chappa mukku china thayoligala   ,1
 nega uga husband vandaudana sumava irukegaa,7
 pillaiyal amma appada kegkuratha yarum kegkelathu  st boys neegka varathachana vaagkuratha nippadugka,7
 yennada sappa mukanungala ungala la summavea iruka mudiyatha  ,1
 naveen kumar   engalauku very engum kilagal kidaiyadhi   ,7
 pavithra palani  hey god promise na poi sollala sister nambunga,7
 paavam sestar neenga ramba alaku from sri lanka  ,7
 ok going on ur path,7
 kannkalgiruchu bro antha akka dance la aduraga nalla akka,7
 dei thevidia magane   aids sukku ungammalukku injection onumna imrankhan poola oombi kelu poduvaan   perisa,6
 daii mudda punda athuku u yavuloda ketpiga,6
 mack mani  nee endha jaathiya irundhalum sari andha jaadhi oombum jaadhi   jaadhi veri pudicha potta naaigal ,1
 vellai manasu nu solluvagala adhu idhu dha pola  ,7
 kamalakannan vetri  you are right avanga solra jesus kumbidathavangalum nallathan irukanga  ivanungaluku vera velai illai ,1
 antha akka super ra pesnanga,7
 srikanth srikanth   your native place enna  nee yanga  irukka tell me,7
 correct ta sonninga repent jesus,7
 psbb  maharishi vidhya mandir  chettinad vidhyashram  srv  vidhya vikas  etc    ,7
 bro  avagga kitta prank show apdinnu solla laya  ,7
 yenga oruthavanga thapu pana atha solitu nengalum thapu pananuma    ,7
 maduvanthiyin pechu brahmanargalluku oru avamanam,7
 ameer dheen  pon namer sent me pon namer,7
 sharupala adikkunam pisa karenay niga,6
 world mendal health doctor  sonna  inga ye kekanu  arivu ketta mundam    unna vetti thandi podanu  naye naye   echa  ne soldra  ariviyal ulaviyal arasiyal ah yar vaikara,5
 kamal fraud summa pesittu thiriuran,6
 i m hounourably salute sriniwasan sir   i m really proud of you    unnggalai polawargal ulladhall dhan indha pirapanjam konjamawadhu nimmadhi perumoochu widugiradhu   wazhga wazhamudan ,4
 idhellam oru polappu chiii aruvaruppa irukku,7
 nagarajan adhinamilaki  oru sila nallvargalum irukkathan seigirargal,4
 vasu vasu    are you ok,7
 yogi india u re ryt,7
 g it s hormonal problem it s natural defect,7
 na baskaran sir  happy to see you ,7
 karthik subramanian  adhu saabam nu sollaadheenga  adhu varam   homosexual ppl thaan ini ulagatha aala porom  heterosexual ppl a naama odhukki vappom  ,2
 ethanai railway policeyuku vedeo vi anupi vaikavum namma nattula oru trainla kooda in tha kedu ketta naigalala nimmathiya payanam panna mudiyala antha pichai edukkum nai pesugira pecha partheengala   ulachi sapda vendiyathu thana thuppooo,0
 iranduperum vera ethavathu pesunga summa ungalukulla adichukathenga,7
 dai porambokku edu serppa nayee        ,6
 ramrudhra official  na pesa pls,7
 h raja sir    neenga pesunadhu yenaku  varudhu,7
 thalaivaaa part   vema podunga,7
 kaatu paravai ya athu enna parava da   athayachum kandu pidinga da sappa mookan unmaiya solrana illaya nu theriyum,1
 superb anna  salute anna  ur great,7
 vetrivel subbaiya  unlucky neenga kandipa ponnu illadha v  naragam dha anyway all the best ,7
 plz talk about najip tun razak,7
 ohh idhu ponna      pakka payan maari iruku,0
 next bbig bossk ivangala kupiduga pls,7
 romba azhaga pesuringa super akka nenga life  nalla varunum all the best,7
 guru vigneshwar  i also did bro,7
 neetum arapichitiya da adutha partnu savatikuringa da,7
 ithellam oru program da thuuuuuuuu,7
 babu g   l for lesbian   g for gay   b for bisexual   t for transgender,7
 de manitham na eannanu kaakkitingka da   naa manusana polachikaren,7
 storm breaker  poda mayira pudungi,6
 thevailatha onnee ninka tread manathinka please,7
 babu natarajan   maduraila entha area,7
 bro alexeszander king pati video make panuga bro,7
 ya not only here  thiruvannamalai girivalam suthumbothu en fiance kita misbehave panirukanga very cheap  saamy kummuda kuda poga mudila,6
 dei summa irukada       nane thonthu poi iruken,7
 normal manisana iruntha poda mairu endutu po irupagka but i aval mari solugka romba irakeka kunam ullavagka,6
 dei englaku mulla irruku da ne summa summa suni ah suppatha,3
 enakku one time kooda chance kedaikala i m so unlucky naa ithuvaraikum vera oruthavangaloda cocka thottathu kooda illa,7
 mohammed nabhi pathi paasunga bro,7
 what she says is opposite to periyaarism   periyar kalyanam ellam edhuku ellam udal aasai thaan  yaar venum naalum yaara venumnaalum kaadhalikkalaam ethana per kooda venumnaalum udal uravu kollalaam nu solraaru ,7
 prince vegeta  adhu pinnaale paatthuppom    apdi athule enakku athaachum pracchanai naa aprom neengge sonnathe aetthukkuren  saringgalaa sir,7
 yelarum cm cell ku complaint pannunga ,7
 asiq anna vera level pola,7
 damaal dumeel avanga oru nalla poraali,7
 namma samudayam setha eli mela ula eekal oruthanum udaviki vara matanuga suyanalam naluperu thati keeta iduga mootu poi irukum ,7
 unga veetla pannala pola naga ellam pannitu than erukom,7
 evangaluku nala job kudutha yen endhe mari thapu pana poranga   society la yavalo asingam panuranga theriyuma  but sela per erukanga mosamanavanga transgender   but na nala transgender pathi soluren    avanglaukum oru gender dhan,0
 aandal thayai ngra apo unga appan kuda paduthala da echa thayoli,6
 epdilam episoda kondu poringada pavingala ,7
       the best part for me                     please part   panunga  varun n his mother seranum   varun kum jodi  patner yaaru ,4
 sinhgad killa kehne ko sundar sundar mahila annada ramayan paisa mudiyala        ,7
 pona ellam mudichittu last ah prank nu solluvanga   ,7
 ivan eppevum religion pblm ai create panre ivanthaan iyokkiyen    bjp ode kai kooli     athaan ivanai arrest pannaame irukkuraange,6
 unga kita vaalrathe periya visayam da inemel,7
 pandiyan p  maduraila room podalama,7
 mack mani  love marriage panna pethavanga venamnu solluvangala avanga enna pethavanga enaku enna pudikum nu avangaluku theriyum enna vazha vekkanam nu paappaanga saavadika maatanga,2
 ipdila pesi pesi than mel nadu culture ah kondu vanthu nadu nasama pogudu     oru anuku oru pen ithan nature     ,3
 anna indha homosexualitya eppadi cure pandradhu oru video podungana,3
 varathachana thappu tha atha thaduka vali pakkanum     ponne atha ketta apram epdi kuraum  ena mapla veetargaluku thonda thanni micham     ,7
 deii podhum ceeenakangala    ungala kolithitta ulagamey nalla irukkum    saniyaneyyy    ,1
 onna senthu adichu amanathoda oda vidanum intha poriki naaigala onu rendu tha olukam matha thela thevidiyaluga tha ithunala tha inthungala naai mathri pakuranga,0
 hamelton melvin   most welcome dude ,7
 my husband    years nalla kettar  ippa avunga akka   peru anna thambi   peru ellarum sernthu pondati petcha pondati thasanu solli ippa ketga matteinkuraru      ,7
 neenga ungapasangalukku nalla kunam nalla  vozukkam katru kotunka appo than avanga periyavargal aanal thannudaia manaiviyai nanraga mariyathai taruvargal,2
 itha poi ne government  da sollanum    ,7
 nanba  h than iruku wait pannuren     nega panna ella park pathutu varen ella prank kum mass than  vera level nanba ,7
 dei hindu va pathi pesnaa nee yn da muslim oda compare panni hindu muslim prblm create panna paakriyaa naye,6
 dai devathasi na enna meaning theriyama first  devathasi na iraivanuku thondu seyyum pengal   aptina koviluku aadu maadu kala nenthu vidura mathiri ponnukala thirupaniku anupurathu   ethu ennne theriyama devathasi nale vipasari nu nenasu naye nee medaila pesura,7
 ipdiyum silla nalulangal iruk      super thozhi    ,7
 athuku eppo enna da vara velai iruntha paaru da,7
 part   yepo poduvinga anna,7
 raja thevdiya paiya poda kommala,6
 ungaluku yallam yathula prank pandrathunu thariyatha intha mathiri pandrathu avangala asingapaduthura erukku  kovama varuthu bro neenga prank pandrathu,2
 mani kandan  hey ur watsapp number,7
 broo am sri lanka  epdi oru boye a pathadu romba hpy  am girl bt enaku boyesmella numbika ella  ogala oru nalla frnda paka thonudu ,7
 idhu mutrilum kevalamanadhu   iyarkaiku ediranadu   idhu naatukum en ulagathukume kedu ,7
 ram unga videos munnadi pathirukken romba pidikkum aana intha vizayangal kekkurappa kavallaya irukku   ,7
 prakash       enda mada koothi paapan oopan nu pesama tamil naatula irukuraven  ellam tamilane kidayathu  naa unnatha sonen punda neeye telugu kanadam pesura punda inga vathu tu mathavana veliya poga solura,6
 cross arya naikku tamizh nattila enna vela adichu tukki vizhiya podanum,1
 kaveri  problem and tamil nadu river problems,7
 shashank gupta  how are you shashank,7
 g konjam anna tower ku poi paruga g avaga thola thagamudiyala,0
 unggallukkum      thirunanggaiggalukkum      enna vithiyasam                ,0
 ashwin virat  yoww breef ah solla anga onnum pearusaaa nakkala nivera,6
 yedukarathu picha athula gethu veraa,0
 gh wb aye thambi thappu appadi pesakoodathu avaru unakkum sethudha pesuraru illana,7
 babu natarajan  number kudu msg panuran,7
 appo thurogigalaiyum kettavangalaiyumthanne alikanum  appavi janangal yenna paavam panninaargal  athil nallavargalum irukiraargale,1
 en husband ku eppamay amma than,7
 super super vote for gopi anna,7
 sar ungal melea ormryathai ya eareake nangal paisea sareyapassevingea sar,7
 shreedhar shreedhar dei kena punda yara serupala adipa ne first avan ena sona kelu ivanga sathama pesurudhu podra adhuku munadi nadandha yaru da ketinga pundaingala,6
 nalladhudhan makkal thohai kammi agum,7
 lgbt  yarum plss ungala kevalama peasuranga nu sorndhu pogadhenga bcz men and woman oda unarvey inga purenjukaadha mirugam inga irukanga so poradanum thaiireyama i will support,2
 riyasahamed mohamedismail avanga apadi than mathanum,7
 gay na pakura ellar melayum love oh illa sex feeling oh varadhu    nee pakura pombalailam sex feeling la thaan papiya   enda dei,3
 antha manusu than sir kadaul      ,7
