Comments,Label
"	Sathiya Raj  விடுங்க...எத்தன பெண் குழந்தை இருந்தாலும்; அக்குழந்தைகள் கடவுள் குடுத்த வரம்...அந்த வரத்தை; கடவுள் எங்களுக்கு இன்னும் குடுக்கவில்லை... ரொம்ப கஷ்டமாக இருக்கிறது...loudly_crying_faceloudly_crying_faceloudly_crying_face",None-of-the-above
"	ஆமக்கறி கிறிஸ்தவ செபாஸ்டின் சைமனே! எங்கள் இந்து மதத்தை இனியும் இழிவாக பேசினால் உனது நாக்கு வெட்டியெறியப்படும்.",None-of-the-above
"	மத வெறி பிடித்தவன் எச்ச ராஜா",Misandry
"	வரதச்சனை கேட்பவன் வந்து என்னோட மூத்திரத்த குடிங்கடாenraged_face தே பசங்களா!!",Misandry
"	தமிழன் தமிழன் என்று மார்தட்டி கொள்ளும் தமிழர்களே மற்ற மதங்களை மற்ற மொழிகளை குறைத்து மதிப்பிட்டு தமிழை உயர்த்தி பேசுவது தவறு.அப்படி ஒருசார்பு கொண்டு பேசுபவர் எப்படி ஆட்சிக்கு வந்தால் கிறிஸ்தவர்கள் முஸ்லிம்கள் சுதந்திரமாக வாழ முடியும். தமிழ் தமிழ் என்று தமிழையும் இந்து மதத்தையும் உயர்த்தி பிடித்து கொண்டு அலைவார்கள் அல்லவா. யாரையும் குறைத்து மதிப்பிட வேண்டாம் எந்த மதத்தையும் குறைத்து மதிப்பிட வேண்டாம் இது சீமானுக்கும் சேர்த்து தான்",Counter-speech
"	வாழ்த்துக்கள் rose; வணங்கிறோம.; உங்களை போல் சில நல்லவர் இருப்பதால் உலகம் நிலைத்து உள்ளது.",Hope-Speech
"	Prabhu G  எனக்கு தெ ரிஞ்சி பாெ ண்னு வீட்ல ராெ ம்ப எதிர்பாக்குரிங்களாே.",Misogyny
"	alex pandian உங்கள் சகோதரி",None-of-the-above
"	Sir",None-of-the-above
"	ஆனந்த் சீனிவாசன் சார் உங்களை போன்ற நல்ல மனிதர்களினால் தான் பிராமனியர்கள் மீது நட்பும்",None-of-the-above
